ano,semana_epidemiologica,fecha_inicio_semana_epidemiologica,grupo_etario,departamento_residencia,dengue confirmed,,semana_epidemiologica,Semena
2024,4,2024-01-21,"[50,60)",COMUNA 10,0,,,
2024,4,2024-01-21,"[70,80)",COMUNA 10,0,,,
2024,4,2024-01-21,"[80,90)",COMUNA 10,0,,,
2024,4,2024-01-21,"[90,100)",COMUNA 10,0,,,
2024,4,2024-01-21,"[0,10)",COMUNA 11,1,,,
2024,4,2024-01-21,"[10,20)",COMUNA 11,1,,,
2024,4,2024-01-21,"[20,30)",COMUNA 11,2,,,
2024,4,2024-01-21,"[30,40)",COMUNA 11,1,,,
2024,4,2024-01-21,"[40,50)",COMUNA 11,2,,,
2024,4,2024-01-21,"[50,60)",COMUNA 11,0,,,
2024,4,2024-01-21,"[60,70)",COMUNA 11,3,,,
2024,4,2024-01-21,"[70,80)",COMUNA 11,2,,,
2024,4,2024-01-21,"[80,90)",COMUNA 11,0,,,
2024,4,2024-01-21,"[0,10)",COMUNA 12,0,,,
2024,4,2024-01-21,"[10,20)",COMUNA 12,0,,,
2024,4,2024-01-21,"[20,30)",COMUNA 12,0,,,
2024,4,2024-01-21,"[30,40)",COMUNA 12,0,,,
2024,4,2024-01-21,"[40,50)",COMUNA 12,2,,,
2024,4,2024-01-21,"[50,60)",COMUNA 12,3,,,
2024,4,2024-01-21,"[60,70)",COMUNA 12,0,,,
2024,4,2024-01-21,"[70,80)",COMUNA 12,0,,,
2024,4,2024-01-21,"[0,10)",COMUNA 13,0,,,
2024,4,2024-01-21,"[20,30)",COMUNA 13,1,,,
2024,4,2024-01-21,"[30,40)",COMUNA 13,0,,,
2024,4,2024-01-21,"[40,50)",COMUNA 13,1,,,
2024,4,2024-01-21,"[50,60)",COMUNA 13,0,,,
2024,4,2024-01-21,"[60,70)",COMUNA 13,0,,,
2024,4,2024-01-21,"[70,80)",COMUNA 13,1,,,
2024,4,2024-01-21,"[80,90)",COMUNA 13,2,,,
2024,4,2024-01-21,"[90,100)",COMUNA 13,0,,,
2024,4,2024-01-21,"[0,10)",COMUNA 14,0,,,
2024,4,2024-01-21,"[10,20)",COMUNA 14,1,,,
2024,4,2024-01-21,"[20,30)",COMUNA 14,0,,,
2024,4,2024-01-21,"[30,40)",COMUNA 14,1,,,
2024,4,2024-01-21,"[40,50)",COMUNA 14,0,,,
2024,4,2024-01-21,"[50,60)",COMUNA 14,0,,,
2024,4,2024-01-21,"[60,70)",COMUNA 14,0,,,
2024,4,2024-01-21,"[70,80)",COMUNA 14,1,,,
2024,4,2024-01-21,"[0,10)",COMUNA 15,0,,,
2024,4,2024-01-21,"[10,20)",COMUNA 15,2,,,
2024,4,2024-01-21,"[20,30)",COMUNA 15,5,,,
2024,4,2024-01-21,"[30,40)",COMUNA 15,2,,,
2024,4,2024-01-21,"[40,50)",COMUNA 15,2,,,
2024,4,2024-01-21,"[50,60)",COMUNA 15,0,,,
2024,4,2024-01-21,"[60,70)",COMUNA 15,1,,,
2024,4,2024-01-21,"[70,80)",COMUNA 15,2,,,
2024,4,2024-01-21,"[90,100)",COMUNA 15,0,,,
2024,4,2024-01-21,"[10,20)",COMUNA 2,0,,,
2024,4,2024-01-21,"[20,30)",COMUNA 2,0,,,
2024,4,2024-01-21,"[60,70)",COMUNA 2,0,,,
2024,4,2024-01-21,"[10,20)",COMUNA 3,1,,,
2024,4,2024-01-21,"[20,30)",COMUNA 3,1,,,
2024,4,2024-01-21,"[30,40)",COMUNA 3,2,,,
2024,4,2024-01-21,"[40,50)",COMUNA 3,2,,,
2024,4,2024-01-21,"[60,70)",COMUNA 3,0,,,
2024,4,2024-01-21,"[0,10)",COMUNA 4,1,,,
2024,4,2024-01-21,"[10,20)",COMUNA 4,3,,,
2024,4,2024-01-21,"[20,30)",COMUNA 4,0,,,
2024,4,2024-01-21,"[30,40)",COMUNA 4,7,,,
2024,4,2024-01-21,"[40,50)",COMUNA 4,3,,,
2024,4,2024-01-21,"[50,60)",COMUNA 4,0,,,
2024,4,2024-01-21,"[60,70)",COMUNA 4,0,,,
2024,4,2024-01-21,"[70,80)",COMUNA 4,0,,,
2024,4,2024-01-21,"[0,10)",COMUNA 5,0,,,
2024,4,2024-01-21,"[10,20)",COMUNA 5,1,,,
2024,4,2024-01-21,"[20,30)",COMUNA 5,0,,,
2024,4,2024-01-21,"[30,40)",COMUNA 5,2,,,
2024,4,2024-01-21,"[40,50)",COMUNA 5,1,,,
2024,4,2024-01-21,"[50,60)",COMUNA 5,1,,,
2024,4,2024-01-21,"[60,70)",COMUNA 5,0,,,
2024,4,2024-01-21,"[70,80)",COMUNA 5,0,,,
2024,4,2024-01-21,"[0,10)",COMUNA 6,0,,,
2024,4,2024-01-21,"[10,20)",COMUNA 6,1,,,
2024,4,2024-01-21,"[20,30)",COMUNA 6,0,,,
2024,4,2024-01-21,"[30,40)",COMUNA 6,0,,,
2024,4,2024-01-21,"[40,50)",COMUNA 6,0,,,
2024,4,2024-01-21,"[50,60)",COMUNA 6,2,,,
2024,4,2024-01-21,"[60,70)",COMUNA 6,0,,,
2024,4,2024-01-21,"[0,10)",COMUNA 7,0,,,
2024,4,2024-01-21,"[10,20)",COMUNA 7,0,,,
2024,4,2024-01-21,"[20,30)",COMUNA 7,2,,,
2024,4,2024-01-21,"[30,40)",COMUNA 7,1,,,
2024,4,2024-01-21,"[40,50)",COMUNA 7,2,,,
2024,4,2024-01-21,"[50,60)",COMUNA 7,2,,,
2024,4,2024-01-21,"[60,70)",COMUNA 7,1,,,
2024,4,2024-01-21,"[80,90)",COMUNA 7,0,,,
2024,4,2024-01-21,"[0,10)",COMUNA 8,1,,,
2024,4,2024-01-21,"[10,20)",COMUNA 8,3,,,
2024,4,2024-01-21,"[20,30)",COMUNA 8,3,,,
2024,4,2024-01-21,"[30,40)",COMUNA 8,3,,,
2024,4,2024-01-21,"[40,50)",COMUNA 8,1,,,
2024,4,2024-01-21,"[50,60)",COMUNA 8,2,,,
2024,4,2024-01-21,"[70,80)",COMUNA 8,0,,,
2024,4,2024-01-21,"[0,10)",COMUNA 9,0,,,
2024,4,2024-01-21,"[10,20)",COMUNA 9,0,,,
2024,4,2024-01-21,"[20,30)",COMUNA 9,1,,,
2024,4,2024-01-21,"[30,40)",COMUNA 9,1,,,
2024,4,2024-01-21,"[40,50)",COMUNA 9,0,,,
2024,4,2024-01-21,"[50,60)",COMUNA 9,0,,,
2024,4,2024-01-21,"[60,70)",COMUNA 9,0,,,
2024,4,2024-01-21,"[70,80)",COMUNA 9,1,,,
2024,4,2024-01-21,"[80,90)",COMUNA 9,0,,,
2024,4,2024-01-21,"[0,10)",SIN DATOS,0,,,
2024,4,2024-01-21,"[10,20)",SIN DATOS,4,,,
2024,4,2024-01-21,"[20,30)",SIN DATOS,3,,,
2024,4,2024-01-21,"[30,40)",SIN DATOS,3,,,
2024,4,2024-01-21,"[40,50)",SIN DATOS,2,,,
2024,4,2024-01-21,"[50,60)",SIN DATOS,1,,,
2024,4,2024-01-21,"[60,70)",SIN DATOS,3,,,
2024,4,2024-01-21,"[70,80)",SIN DATOS,0,,,
2024,5,2024-01-28,"[0,10)",COMUNA 1,2,,,
2024,5,2024-01-28,"[10,20)",COMUNA 1,5,,,
2024,5,2024-01-28,"[20,30)",COMUNA 1,4,,,
2024,5,2024-01-28,"[30,40)",COMUNA 1,6,,,
2024,5,2024-01-28,"[40,50)",COMUNA 1,4,,,
2024,5,2024-01-28,"[50,60)",COMUNA 1,4,,,
2024,5,2024-01-28,"[60,70)",COMUNA 1,6,,,
2024,5,2024-01-28,"[70,80)",COMUNA 1,0,,,
2024,5,2024-01-28,"[0,10)",COMUNA 10,0,,,
2024,5,2024-01-28,"[10,20)",COMUNA 10,0,,,
2024,5,2024-01-28,"[20,30)",COMUNA 10,0,,,
2024,5,2024-01-28,"[30,40)",COMUNA 10,1,,,
2024,5,2024-01-28,"[40,50)",COMUNA 10,2,,,
2024,5,2024-01-28,"[50,60)",COMUNA 10,3,,,
2024,5,2024-01-28,"[60,70)",COMUNA 10,3,,,
2024,5,2024-01-28,"[0,10)",COMUNA 11,1,,,
2024,5,2024-01-28,"[10,20)",COMUNA 11,4,,,
2024,5,2024-01-28,"[20,30)",COMUNA 11,7,,,
2024,5,2024-01-28,"[30,40)",COMUNA 11,1,,,
2024,5,2024-01-28,"[40,50)",COMUNA 11,4,,,
2024,5,2024-01-28,"[50,60)",COMUNA 11,3,,,
2024,5,2024-01-28,"[60,70)",COMUNA 11,1,,,
2024,5,2024-01-28,"[70,80)",COMUNA 11,2,,,
2024,5,2024-01-28,"[80,90)",COMUNA 11,0,,,
2024,5,2024-01-28,"[0,10)",COMUNA 12,0,,,
2024,5,2024-01-28,"[10,20)",COMUNA 12,1,,,
2024,5,2024-01-28,"[20,30)",COMUNA 12,0,,,
2024,5,2024-01-28,"[30,40)",COMUNA 12,2,,,
2024,5,2024-01-28,"[40,50)",COMUNA 12,1,,,
2024,5,2024-01-28,"[50,60)",COMUNA 12,1,,,
2024,5,2024-01-28,"[60,70)",COMUNA 12,0,,,
2024,5,2024-01-28,"[70,80)",COMUNA 12,2,,,
2024,5,2024-01-28,"[80,90)",COMUNA 12,0,,,
2024,5,2024-01-28,"[0,10)",COMUNA 13,0,,,
2024,5,2024-01-28,"[10,20)",COMUNA 13,0,,,
2024,5,2024-01-28,"[20,30)",COMUNA 13,0,,,
2024,5,2024-01-28,"[30,40)",COMUNA 13,1,,,
2024,5,2024-01-28,"[40,50)",COMUNA 13,2,,,
2024,5,2024-01-28,"[50,60)",COMUNA 13,2,,,
2024,5,2024-01-28,"[60,70)",COMUNA 13,2,,,
2024,5,2024-01-28,"[70,80)",COMUNA 13,0,,,
2024,5,2024-01-28,"[80,90)",COMUNA 13,0,,,
2024,5,2024-01-28,"[90,100)",COMUNA 13,0,,,
2024,5,2024-01-28,"[0,10)",COMUNA 14,0,,,
2024,5,2024-01-28,"[10,20)",COMUNA 14,0,,,
2024,5,2024-01-28,"[20,30)",COMUNA 14,4,,,
2024,5,2024-01-28,"[30,40)",COMUNA 14,2,,,
2024,5,2024-01-28,"[40,50)",COMUNA 14,2,,,
2024,5,2024-01-28,"[50,60)",COMUNA 14,0,,,
2024,5,2024-01-28,"[60,70)",COMUNA 14,0,,,
2024,5,2024-01-28,"[70,80)",COMUNA 14,0,,,
2024,5,2024-01-28,"[0,10)",COMUNA 15,2,,,
2024,5,2024-01-28,"[10,20)",COMUNA 15,4,,,
2024,5,2024-01-28,"[20,30)",COMUNA 15,4,,,
2024,5,2024-01-28,"[30,40)",COMUNA 15,5,,,
2024,5,2024-01-28,"[40,50)",COMUNA 15,3,,,
2024,5,2024-01-28,"[50,60)",COMUNA 15,4,,,
2024,5,2024-01-28,"[60,70)",COMUNA 15,4,,,
2024,5,2024-01-28,"[70,80)",COMUNA 15,0,,,
2024,5,2024-01-28,"[80,90)",COMUNA 15,1,,,
2024,5,2024-01-28,"[20,30)",COMUNA 2,1,,,
2024,5,2024-01-28,"[30,40)",COMUNA 2,0,,,
2024,5,2024-01-28,"[60,70)",COMUNA 2,1,,,
2024,5,2024-01-28,"[0,10)",COMUNA 3,1,,,
2024,5,2024-01-28,"[10,20)",COMUNA 3,2,,,
2024,5,2024-01-28,"[20,30)",COMUNA 3,4,,,
2024,5,2024-01-28,"[30,40)",COMUNA 3,3,,,
2024,5,2024-01-28,"[40,50)",COMUNA 3,1,,,
2024,5,2024-01-28,"[50,60)",COMUNA 3,0,,,
2024,5,2024-01-28,"[80,90)",COMUNA 3,0,,,
2024,5,2024-01-28,"[0,10)",COMUNA 4,1,,,
2024,5,2024-01-28,"[10,20)",COMUNA 4,4,,,
2024,5,2024-01-28,"[20,30)",COMUNA 4,2,,,
2024,5,2024-01-28,"[30,40)",COMUNA 4,4,,,
2024,5,2024-01-28,"[40,50)",COMUNA 4,4,,,
2024,5,2024-01-28,"[50,60)",COMUNA 4,5,,,
2024,5,2024-01-28,"[60,70)",COMUNA 4,2,,,
2024,5,2024-01-28,"[70,80)",COMUNA 4,0,,,
2024,5,2024-01-28,"[0,10)",COMUNA 5,0,,,
2024,5,2024-01-28,"[10,20)",COMUNA 5,3,,,
2024,5,2024-01-28,"[20,30)",COMUNA 5,1,,,
2024,5,2024-01-28,"[30,40)",COMUNA 5,0,,,
2024,5,2024-01-28,"[40,50)",COMUNA 5,0,,,
2024,5,2024-01-28,"[50,60)",COMUNA 5,2,,,
2024,5,2024-01-28,"[60,70)",COMUNA 5,1,,,
2024,5,2024-01-28,"[70,80)",COMUNA 5,1,,,
2024,5,2024-01-28,"[0,10)",COMUNA 6,0,,,
2024,5,2024-01-28,"[20,30)",COMUNA 6,2,,,
2024,5,2024-01-28,"[30,40)",COMUNA 6,4,,,
2024,5,2024-01-28,"[40,50)",COMUNA 6,1,,,
2024,5,2024-01-28,"[50,60)",COMUNA 6,1,,,
2024,5,2024-01-28,"[60,70)",COMUNA 6,2,,,
2024,5,2024-01-28,"[80,90)",COMUNA 6,1,,,
2024,5,2024-01-28,"[0,10)",COMUNA 7,1,,,
2024,5,2024-01-28,"[10,20)",COMUNA 7,3,,,
2024,5,2024-01-28,"[20,30)",COMUNA 7,3,,,
2024,5,2024-01-28,"[30,40)",COMUNA 7,2,,,
2024,5,2024-01-28,"[40,50)",COMUNA 7,1,,,
2024,5,2024-01-28,"[50,60)",COMUNA 7,1,,,
2024,5,2024-01-28,"[60,70)",COMUNA 7,2,,,
2024,5,2024-01-28,"[70,80)",COMUNA 7,0,,,
2024,5,2024-01-28,"[90,100)",COMUNA 7,0,,,
2024,5,2024-01-28,"[0,10)",COMUNA 8,0,,,
2024,5,2024-01-28,"[10,20)",COMUNA 8,5,,,
2024,5,2024-01-28,"[20,30)",COMUNA 8,3,,,
2024,5,2024-01-28,"[30,40)",COMUNA 8,0,,,
2024,5,2024-01-28,"[40,50)",COMUNA 8,4,,,
2024,5,2024-01-28,"[50,60)",COMUNA 8,0,,,
2024,5,2024-01-28,"[60,70)",COMUNA 8,0,,,
2024,5,2024-01-28,"[70,80)",COMUNA 8,1,,,
2024,5,2024-01-28,"[0,10)",COMUNA 9,0,,,
2024,5,2024-01-28,"[10,20)",COMUNA 9,1,,,
2024,5,2024-01-28,"[20,30)",COMUNA 9,0,,,
2024,5,2024-01-28,"[30,40)",COMUNA 9,3,,,
2024,5,2024-01-28,"[40,50)",COMUNA 9,0,,,
2024,5,2024-01-28,"[50,60)",COMUNA 9,0,,,
2024,5,2024-01-28,"[60,70)",COMUNA 9,1,,,
2024,5,2024-01-28,"[70,80)",COMUNA 9,1,,,
2024,5,2024-01-28,"[0,10)",SIN DATOS,2,,,
2024,5,2024-01-28,"[10,20)",SIN DATOS,1,,,
2024,5,2024-01-28,"[20,30)",SIN DATOS,7,,,
2024,5,2024-01-28,"[30,40)",SIN DATOS,3,,,
2024,5,2024-01-28,"[40,50)",SIN DATOS,9,,,
2024,5,2024-01-28,"[50,60)",SIN DATOS,9,,,
2024,5,2024-01-28,"[60,70)",SIN DATOS,1,,,
2024,5,2024-01-28,"[70,80)",SIN DATOS,0,,,
2024,6,2024-02-04,"[0,10)",COMUNA 1,3,,,
2024,6,2024-02-04,"[10,20)",COMUNA 1,9,,,
2024,6,2024-02-04,"[20,30)",COMUNA 1,15,,,
2024,6,2024-02-04,"[30,40)",COMUNA 1,12,,,
2024,6,2024-02-04,"[40,50)",COMUNA 1,12,,,
2024,6,2024-02-04,"[50,60)",COMUNA 1,9,,,
2024,6,2024-02-04,"[60,70)",COMUNA 1,5,,,
2024,6,2024-02-04,"[70,80)",COMUNA 1,0,,,
2024,6,2024-02-04,"[0,10)",COMUNA 10,0,,,
2024,6,2024-02-04,"[10,20)",COMUNA 10,2,,,
2024,6,2024-02-04,"[20,30)",COMUNA 10,3,,,
2024,6,2024-02-04,"[30,40)",COMUNA 10,7,,,
2024,6,2024-02-04,"[40,50)",COMUNA 10,3,,,
2024,6,2024-02-04,"[50,60)",COMUNA 10,0,,,
2024,6,2024-02-04,"[60,70)",COMUNA 10,1,,,
2024,6,2024-02-04,"[70,80)",COMUNA 10,2,,,
2024,6,2024-02-04,"[80,90)",COMUNA 10,1,,,
2024,6,2024-02-04,"[10,20)",COMUNA 11,8,,,
2024,6,2024-02-04,"[20,30)",COMUNA 11,5,,,
2024,6,2024-02-04,"[30,40)",COMUNA 11,8,,,
2024,6,2024-02-04,"[40,50)",COMUNA 11,7,,,
2024,6,2024-02-04,"[50,60)",COMUNA 11,3,,,
2024,6,2024-02-04,"[60,70)",COMUNA 11,5,,,
2024,6,2024-02-04,"[70,80)",COMUNA 11,4,,,
2024,6,2024-02-04,"[80,90)",COMUNA 11,0,,,
2024,6,2024-02-04,"[0,10)",COMUNA 12,0,,,
2024,6,2024-02-04,"[10,20)",COMUNA 12,1,,,
2024,6,2024-02-04,"[20,30)",COMUNA 12,2,,,
2024,6,2024-02-04,"[30,40)",COMUNA 12,6,,,
2024,6,2024-02-04,"[40,50)",COMUNA 12,3,,,
2024,6,2024-02-04,"[50,60)",COMUNA 12,3,,,
2024,6,2024-02-04,"[60,70)",COMUNA 12,2,,,
2024,6,2024-02-04,"[70,80)",COMUNA 12,2,,,
2024,6,2024-02-04,"[80,90)",COMUNA 12,1,,,
2024,6,2024-02-04,"[0,10)",COMUNA 13,2,,,
2024,6,2024-02-04,"[10,20)",COMUNA 13,1,,,
2024,6,2024-02-04,"[20,30)",COMUNA 13,3,,,
2024,6,2024-02-04,"[30,40)",COMUNA 13,4,,,
2024,6,2024-02-04,"[40,50)",COMUNA 13,3,,,
2024,6,2024-02-04,"[50,60)",COMUNA 13,3,,,
2024,6,2024-02-04,"[60,70)",COMUNA 13,1,,,
2024,6,2024-02-04,"[70,80)",COMUNA 13,1,,,
2024,6,2024-02-04,"[80,90)",COMUNA 13,1,,,
2024,6,2024-02-04,"[10,20)",COMUNA 14,1,,,
2024,6,2024-02-04,"[20,30)",COMUNA 14,6,,,
2024,6,2024-02-04,"[30,40)",COMUNA 14,5,,,
2024,6,2024-02-04,"[40,50)",COMUNA 14,1,,,
2024,6,2024-02-04,"[50,60)",COMUNA 14,2,,,
2024,6,2024-02-04,"[60,70)",COMUNA 14,1,,,
2024,6,2024-02-04,"[70,80)",COMUNA 14,1,,,
2024,6,2024-02-04,"[0,10)",COMUNA 15,1,,,
2024,6,2024-02-04,"[10,20)",COMUNA 15,6,,,
2024,6,2024-02-04,"[20,30)",COMUNA 15,7,,,
2024,6,2024-02-04,"[30,40)",COMUNA 15,7,,,
2024,6,2024-02-04,"[40,50)",COMUNA 15,13,,,
2024,6,2024-02-04,"[50,60)",COMUNA 15,3,,,
2024,6,2024-02-04,"[60,70)",COMUNA 15,7,,,
2024,6,2024-02-04,"[70,80)",COMUNA 15,1,,,
2024,6,2024-02-04,"[80,90)",COMUNA 15,0,,,
2024,6,2024-02-04,"[0,10)",COMUNA 2,0,,,
2024,6,2024-02-04,"[10,20)",COMUNA 2,1,,,
2024,6,2024-02-04,"[20,30)",COMUNA 2,1,,,
2024,6,2024-02-04,"[30,40)",COMUNA 2,2,,,
2024,6,2024-02-04,"[50,60)",COMUNA 2,0,,,
2024,6,2024-02-04,"[60,70)",COMUNA 2,1,,,
2024,6,2024-02-04,"[0,10)",COMUNA 3,0,,,
2024,6,2024-02-04,"[10,20)",COMUNA 3,2,,,
2024,6,2024-02-04,"[20,30)",COMUNA 3,2,,,
2024,6,2024-02-04,"[30,40)",COMUNA 3,6,,,
2024,6,2024-02-04,"[40,50)",COMUNA 3,4,,,
2024,6,2024-02-04,"[50,60)",COMUNA 3,2,,,
2024,6,2024-02-04,"[60,70)",COMUNA 3,3,,,
2024,6,2024-02-04,"[70,80)",COMUNA 3,1,,,
2024,6,2024-02-04,"[0,10)",COMUNA 4,3,,,
2024,6,2024-02-04,"[10,20)",COMUNA 4,8,,,
2024,6,2024-02-04,"[20,30)",COMUNA 4,9,,,
2024,6,2024-02-04,"[30,40)",COMUNA 4,3,,,
2024,6,2024-02-04,"[40,50)",COMUNA 4,6,,,
2024,6,2024-02-04,"[50,60)",COMUNA 4,4,,,
2024,6,2024-02-04,"[60,70)",COMUNA 4,3,,,
2024,6,2024-02-04,"[70,80)",COMUNA 4,2,,,
2024,6,2024-02-04,"[0,10)",COMUNA 5,1,,,
2024,6,2024-02-04,"[10,20)",COMUNA 5,1,,,
2024,6,2024-02-04,"[20,30)",COMUNA 5,3,,,
2024,6,2024-02-04,"[30,40)",COMUNA 5,2,,,
2024,6,2024-02-04,"[40,50)",COMUNA 5,1,,,
2024,6,2024-02-04,"[50,60)",COMUNA 5,1,,,
2024,6,2024-02-04,"[60,70)",COMUNA 5,4,,,
2024,6,2024-02-04,"[70,80)",COMUNA 5,0,,,
2024,6,2024-02-04,"[0,10)",COMUNA 6,0,,,
2024,6,2024-02-04,"[10,20)",COMUNA 6,0,,,
2024,6,2024-02-04,"[20,30)",COMUNA 6,4,,,
2024,6,2024-02-04,"[30,40)",COMUNA 6,3,,,
2024,6,2024-02-04,"[40,50)",COMUNA 6,5,,,
2024,6,2024-02-04,"[50,60)",COMUNA 6,3,,,
2024,6,2024-02-04,"[60,70)",COMUNA 6,1,,,
2024,6,2024-02-04,"[80,90)",COMUNA 6,0,,,
2024,6,2024-02-04,"[0,10)",COMUNA 7,0,,,
2024,6,2024-02-04,"[10,20)",COMUNA 7,3,,,
2024,6,2024-02-04,"[20,30)",COMUNA 7,7,,,
2024,6,2024-02-04,"[30,40)",COMUNA 7,7,,,
2024,6,2024-02-04,"[40,50)",COMUNA 7,4,,,
2024,6,2024-02-04,"[50,60)",COMUNA 7,3,,,
2024,6,2024-02-04,"[60,70)",COMUNA 7,2,,,
2024,6,2024-02-04,"[70,80)",COMUNA 7,0,,,
2024,6,2024-02-04,"[0,10)",COMUNA 8,1,,,
2024,6,2024-02-04,"[10,20)",COMUNA 8,6,,,
2024,6,2024-02-04,"[20,30)",COMUNA 8,2,,,
2024,6,2024-02-04,"[30,40)",COMUNA 8,3,,,
2024,6,2024-02-04,"[40,50)",COMUNA 8,7,,,
2024,6,2024-02-04,"[50,60)",COMUNA 8,5,,,
2024,6,2024-02-04,"[60,70)",COMUNA 8,5,,,
2024,6,2024-02-04,"[70,80)",COMUNA 8,2,,,
2024,6,2024-02-04,"[80,90)",COMUNA 8,0,,,
2024,6,2024-02-04,"[0,10)",COMUNA 9,1,,,
2024,6,2024-02-04,"[10,20)",COMUNA 9,2,,,
2024,6,2024-02-04,"[20,30)",COMUNA 9,4,,,
